City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,myitkyina,25.3833,97.4,80.06,41,6,1.72,MM,1711677865
290,tulsipur,28.131,82.2973,74.62,41,47,2.48,NP,1711677995
291,tofol,5.3248,163.0078,80.38,89,100,3.44,FM,1711677995
292,novyy urgal,51.0736,132.5642,32.18,95,100,5.19,RU,1711677995
293,callao,-12.0667,-77.15,77.72,83,40,8.05,PE,1711677739
294,horta,38.5333,-28.6333,54.01,79,100,11.99,PT,1711677827
295,kochubey,44.3861,46.5825,44.83,62,54,7.45,RU,1711677996
296,pontianak,-0.0333,109.3333,78.78,100,75,3.44,ID,1711677996
297,mancio lima,-7.6142,-72.8958,76.06,83,47,0.74,BR,1711677924
298,ketchikan,55.3422,-131.6461,55.87,44,75,9.22,US,1711677996
299,walvis bay,-22.9575,14.5053,58.15,94,18,8.05,NA,1711677997
300,pulupandan,10.5167,122.8167,88.29,57,12,4.18,PH,1711677997
301,kavaratti,10.5669,72.642,82.87,71,70,6.11,IN,1711677997
302,jilib,0.4883,42.7854,79.79,83,77,5.48,SO,1711677901
303,villa zaragoza,22.0333,-100.7333,53.67,82,8,7.63,MX,1711677997
304,kyenjojo,0.6328,30.6214,61.77,98,9,1.28,UG,1711677997
305,adrar,20.5022,-10.0711,70.47,19,23,6.55,MR,1711677998
306,winkler,49.1817,-97.941,30.42,51,94,4.61,CA,1711677998
307,fortuna,40.5982,-124.1573,52.93,76,20,1.99,US,1711677998
308,sanctuary point,-35.1114,150.629,77.99,61,13,9.82,AU,1711677998
309,ban nong wua so,17.2675,103.2247,90.86,57,53,6.22,TH,1711677998
310,castillos,-34.1667,-53.8333,64.6,87,90,3.56,UY,1711677998
311,remire-montjoly,4.9167,-52.2667,78.84,100,0,0.0,GF,1711677999
312,ciudad bolivar,8.1222,-63.5497,85.21,53,100,15.05,VE,1711677719
313,tsiombe,-25.3,45.4833,69.55,95,7,6.46,MG,1711677999
314,ancud,-41.8697,-73.8203,58.46,98,100,10.29,CL,1711678000
315,arroio grande,-32.2375,-53.0869,66.99,98,100,5.14,BR,1711677948
316,eyl,7.9803,49.8164,80.28,70,37,13.78,SO,1711677683
317,kostomuksha,64.571,30.5767,34.03,100,100,8.99,RU,1711678000
318,karabash,55.4808,60.2157,29.39,91,100,10.11,RU,1711678000
319,brisas de zicatela,15.8369,-97.0419,77.52,83,0,6.91,MX,1711678000
320,cheongju-si,36.6372,127.4897,51.76,62,75,11.5,KR,1711677993
321,neyshabur,36.2133,58.7958,45.77,63,98,4.18,IR,1711678001
322,degema hulk,4.7625,6.752,82.83,82,100,6.42,NG,1711678001
323,tevriz,57.509,72.4042,33.21,100,100,5.03,RU,1711678001
324,khamis mushait,18.3064,42.7292,61.41,77,0,0.0,SA,1711677936
325,illizi,26.4833,8.4667,68.92,18,0,9.75,DZ,1711678001
326,saint-laurent-du-maroni,5.5039,-54.0289,71.1,98,100,3.87,GF,1711678001
327,changnyeong,35.5415,128.4951,56.61,54,0,3.44,KR,1711677733
328,vung tau,10.346,107.0843,83.64,74,100,11.36,VN,1711678002
329,muromtsevo,56.3724,75.2418,33.76,100,100,3.69,RU,1711678002
330,the pas,53.8251,-101.2541,23.81,41,89,5.77,CA,1711678002
331,touros,-5.1989,-35.4608,81.07,87,51,10.42,BR,1711677874
332,antonio enes,-16.2325,39.9086,75.74,92,24,8.66,MZ,1711678003
333,lospalos,-8.5186,127.0025,83.73,68,100,8.61,TL,1711678003
334,malango,-2.9627,119.9001,77.49,85,20,2.37,ID,1711678003
335,queenstown,-31.8976,26.8753,59.61,89,66,2.62,ZA,1711677882
336,alice springs,-23.7,133.8833,81.95,44,2,9.22,AU,1711678003
337,aasiaat,68.7098,-52.8699,-1.12,98,73,8.5,GL,1711678003
338,sosnovyy bor,59.9,29.1167,43.59,89,98,9.17,RU,1711677773
339,mangai,-4.05,19.5333,73.51,89,69,3.09,CD,1711678004
340,ad dabbah,18.05,30.95,76.62,10,30,11.03,SD,1711678004
341,rehoboth,-23.3167,17.0833,68.77,31,0,5.35,NA,1711677834
342,vikulovo,56.8167,70.6107,35.1,98,100,7.36,RU,1711678004
343,ulladulla,-35.35,150.4667,80.76,62,9,10.6,AU,1711678004
344,isiro,2.7739,27.616,67.6,98,100,3.09,CD,1711678005
345,san jeronimo de juarez,17.1333,-100.4667,73.44,79,0,1.23,MX,1711678005
346,kiunga,-6.1219,141.2906,74.62,100,100,3.36,PG,1711678005
347,bhuban,20.8833,85.8333,85.66,55,2,2.55,IN,1711678005
348,isla mujeres,21.2311,-86.731,75.25,56,0,19.26,MX,1711678005
349,vargashi,55.3556,65.8467,33.1,99,100,5.48,RU,1711678006
350,port saint john's,-31.6229,29.5448,71.26,86,70,2.08,ZA,1711678006
351,chake chake,-5.2459,39.7666,80.71,77,99,4.03,TZ,1711678006
352,regina,50.4501,-104.6178,34.03,59,75,25.32,CA,1711677829
353,nacala,-14.5428,40.6728,74.23,95,48,8.1,MZ,1711678006
354,san antonio de pale,-1.4014,5.6325,84.67,77,100,11.05,GQ,1711677724
355,korla,41.7597,86.1469,60.53,25,24,4.76,CN,1711678007
356,peniche,39.3558,-9.3811,52.11,79,100,17.96,PT,1711678007
357,geraldton,-28.7667,114.6,73.81,53,6,8.05,AU,1711677842
358,khulm,36.6974,67.6983,54.59,68,100,4.9,AF,1711678007
359,el granada,37.5027,-122.4694,57.81,75,0,12.66,US,1711678008
360,petrosino,37.7077,12.4999,59.47,61,100,23.44,IT,1711678008
361,chandbali,20.7833,86.7667,84.0,63,43,10.45,IN,1711678008
362,talen,23.5667,76.7167,84.7,30,100,5.1,IN,1711678008
363,yabelo,4.8833,38.0833,58.93,80,25,5.99,ET,1711678008
364,coruripe,-10.1256,-36.1756,80.01,87,100,11.52,BR,1711677800
365,east foothills,37.3811,-121.8175,57.65,58,40,12.66,US,1711678009
366,iskateley,67.6803,53.1512,3.02,96,100,8.99,RU,1711678009
367,kristiansund,63.1115,7.732,47.05,66,75,13.8,NO,1711678009
368,villa maria grande,-31.6656,-59.9018,64.76,66,0,6.44,AR,1711678009
369,bayt al faqih,14.5164,43.3245,80.73,72,5,4.41,YE,1711678009
370,tulun,54.5611,100.5792,21.65,82,92,5.95,RU,1711678010
371,shenjiamen,29.9576,122.298,55.2,90,21,12.44,CN,1711677938
372,hami,42.8,93.45,59.85,23,0,6.31,CN,1711678010
373,plouzane,48.3833,-4.6167,48.38,85,75,24.16,FR,1711678010
374,laramie,41.3114,-105.5911,40.53,57,0,16.11,US,1711677953
375,turpan,42.9333,89.1667,71.2,18,7,2.21,CN,1711678011
376,penzance,50.1186,-5.5371,47.08,83,15,19.51,GB,1711678011
377,puerto leguizamo,-0.1934,-74.7819,80.15,76,100,1.79,CO,1711678011
378,nemuro,43.3236,145.575,38.52,87,100,31.16,JP,1711678011
379,maqat,47.65,53.3167,35.69,73,100,19.01,KZ,1711678012
380,spring creek,40.7266,-115.5859,42.49,46,58,3.0,US,1711678012
381,kayankulam,9.1833,76.5,79.07,88,67,4.41,IN,1711678012
382,chernyshevskiy,63.0128,112.4714,0.12,89,46,4.74,RU,1711678012
383,moussoro,13.6408,16.4901,83.89,13,5,10.0,TD,1711678012
384,robore,-18.3333,-59.75,75.06,83,100,2.08,BO,1711678012
385,kyabe,9.4515,18.9449,85.23,14,80,4.29,TD,1711678013
386,la passe,45.5549,-0.8967,53.98,88,100,14.54,FR,1711678013
387,yaring,6.8662,101.3689,90.28,70,100,11.03,TH,1711677914
388,kamaishi,39.2667,141.8833,52.65,96,100,23.96,JP,1711678013
389,oelwein,42.6733,-91.9135,40.57,60,0,1.99,US,1711678013
390,siniscola,40.5719,9.6922,49.55,71,99,6.04,IT,1711678014
391,chibougamau,49.9168,-74.3659,29.82,69,100,2.3,CA,1711677740
392,lauro de freitas,-12.8944,-38.3272,84.22,79,75,11.5,BR,1711677890
393,pitimbu,-7.4706,-34.8086,81.19,85,45,10.63,BR,1711678014
394,loango,-4.6719,11.8312,79.74,89,100,12.77,CG,1711678014
395,la verne,34.1008,-117.7678,62.64,75,75,13.8,US,1711678014
396,murray bridge,-35.1167,139.2667,82.13,27,0,8.03,AU,1711678015
397,qamdo,31.1667,97.2333,29.57,24,100,4.23,CN,1711678015
398,avarua,-21.2078,-159.775,86.05,74,97,4.61,CK,1711677828
399,rio grande,-32.035,-52.0986,72.27,88,99,13.09,BR,1711677964
400,san luis de la loma,17.2706,-100.8939,72.97,79,0,0.92,MX,1711678015
401,sena madureira,-9.0656,-68.6569,78.53,78,58,1.25,BR,1711678015
402,hadibu,12.65,54.0333,77.74,77,65,8.37,YE,1711678016
403,patong,7.8961,98.2966,89.02,64,100,11.65,TH,1711678016
404,qarqaraly,49.4058,75.4742,34.21,76,42,24.74,KZ,1711678017
405,san lawrenz,36.0553,14.204,56.61,73,100,10.83,MT,1711678017
406,aberdeen,57.1437,-2.0981,42.21,99,75,5.75,GB,1711678017
407,khovd,48.0056,91.6419,43.72,30,57,1.32,MN,1711678018
408,usogorsk,63.4106,48.6872,23.56,93,100,7.61,RU,1711678018
409,kuhmo,64.1333,29.5167,28.9,98,100,2.89,FI,1711678018
410,pacific grove,36.6177,-121.9166,58.42,68,0,6.91,US,1711678018
411,constantia,44.1833,28.65,52.7,77,71,7.85,RO,1711677744
412,oum hadjer,13.2954,19.6966,82.98,14,46,8.08,TD,1711678019
413,atar,20.5169,-13.0499,72.05,19,100,4.21,MR,1711678019
414,o rosal,41.9354,-8.8368,49.21,80,100,12.48,ES,1711678019
415,nasir,15.5894,32.5634,79.39,9,6,10.02,SD,1711678020
416,nova vicosa,-17.8919,-39.3719,78.75,90,92,4.83,BR,1711677869
417,roma,43.2128,-75.4557,38.82,64,0,6.91,US,1711677927
418,coahuayana de hidalgo,18.7,-103.6583,68.63,85,4,1.83,MX,1711678020
419,tamandare,-8.7597,-35.1047,79.97,89,100,9.26,BR,1711678020
420,qui nhon,13.7667,109.2333,82.35,74,100,4.07,VN,1711678021
421,tanout,14.9709,8.8879,79.02,7,6,9.95,NE,1711678021
422,rahimatpur,17.6,74.2,82.98,39,0,2.62,IN,1711678021
423,jabor,5.921,169.6434,82.44,80,100,16.49,MH,1711678021
424,sao vicente,-23.9631,-46.3919,77.18,26,32,2.33,BR,1711678021
425,vernon,50.2581,-119.2691,49.93,58,85,5.01,CA,1711678022
426,isangel,-19.55,169.2667,79.92,76,54,17.31,VU,1711678022
427,clarksdale,34.2001,-90.5709,57.18,54,0,3.44,US,1711678022
428,waingapu,-9.6567,120.2641,84.54,72,34,1.12,ID,1711678022
429,biswan,27.5,81.0,77.77,41,9,11.48,IN,1711678023
430,carutapera,-1.195,-46.02,77.68,93,100,4.7,BR,1711678023
431,atafu village,-8.5421,-172.5159,85.41,74,17,11.56,TK,1711678023
432,itamarandiba,-17.8572,-42.8589,63.95,97,91,2.93,BR,1711678023
433,trincomalee,8.5711,81.2335,82.15,72,44,8.25,LK,1711678024
434,la mana,-0.9333,-79.2167,76.12,87,100,3.69,EC,1711678024
435,lata,40.1629,-8.3327,50.49,77,100,7.27,PT,1711678024
436,timbuktu,16.7735,-3.0074,83.07,19,10,8.84,ML,1711678024
437,safaga,26.7292,33.9365,76.64,31,74,15.17,EG,1711678025
438,susuman,62.7833,148.1667,16.99,86,100,4.0,RU,1711678025
439,kruisfontein,-34.0033,24.7314,63.88,86,100,5.73,ZA,1711678025
440,bol'sherech'ye,56.0925,74.6272,33.53,100,100,4.21,RU,1711678025
441,severo-yeniseyskiy,60.3725,93.0408,14.58,89,100,7.0,RU,1711678026
442,i-n-salah,27.1935,2.4607,67.6,14,0,7.7,DZ,1711678026
443,gizo,-8.103,156.8419,84.56,75,94,7.09,SB,1711678026
444,hauterive,46.0901,3.4459,57.96,71,66,14.63,FR,1711678027
445,inongo,-1.95,18.2667,72.99,93,37,2.3,CD,1711678027
446,dalmatovo,56.26,62.9362,20.82,93,100,21.74,RU,1711678027
447,kapuskasing,49.4169,-82.4331,23.09,93,100,8.05,CA,1711677841
448,alappuzha,9.49,76.3264,79.92,86,88,5.23,IN,1711678028
449,port blair,11.6667,92.75,80.64,83,41,2.3,IN,1711678028
450,arenapolis,-14.4503,-56.8461,71.31,98,94,2.98,BR,1711678028
451,amherst,41.3978,-82.2224,43.05,71,0,0.0,US,1711677968
452,laguna,38.421,-121.4238,58.08,62,0,12.66,US,1711677813
453,cape canaveral,28.4058,-80.6048,67.06,78,0,14.97,US,1711677809
454,tutoia,-2.7619,-42.2744,78.58,89,94,7.7,BR,1711678029
455,alesund,62.4723,6.1549,45.75,84,75,13.8,NO,1711677799
456,taltal,-25.4,-70.4833,67.77,82,22,3.71,CL,1711678029
457,akureyri,65.6835,-18.0878,23.45,98,100,2.77,IS,1711678030
458,fort-shevchenko,44.5086,50.263,42.35,68,0,9.31,KZ,1711678030
459,mil'kovo,55.6078,37.7956,41.4,89,100,9.35,RU,1711678030
460,yardimli,38.9206,48.2372,41.97,45,0,5.19,AZ,1711678030
461,toumodi,6.5613,-5.0158,78.01,91,100,4.68,CI,1711678031
462,new iberia,30.0035,-91.8187,59.07,63,0,0.0,US,1711678018
463,dalandzadgad,43.5708,104.425,42.66,33,100,4.92,MN,1711678031
464,gunnedah,-30.9833,150.25,81.84,44,0,2.91,AU,1711678031
465,namtsy,62.7161,129.6658,7.27,77,100,12.01,RU,1711678031
466,quellon,-43.1167,-73.6167,54.18,94,100,8.68,CL,1711678031
467,zaozersk,69.4005,32.4476,25.97,87,70,16.62,RU,1711678032
468,vestby,59.6024,10.7467,42.15,95,100,4.0,NO,1711678032
469,selfoss,63.9331,-20.9971,30.04,56,100,12.57,IS,1711678032
470,rongelap,11.1635,166.8941,81.32,73,96,15.93,MH,1711678033
471,voskresenskoye,56.8381,45.4317,32.99,99,99,3.09,RU,1711678033
472,ghanzi,-21.5667,21.7833,69.35,69,99,3.83,BW,1711678033
473,olyokminsk,60.3736,120.4264,9.07,79,100,6.04,RU,1711678033
474,kloulklubed,7.0419,134.2556,88.3,75,28,16.62,PW,1711678034
475,al ghayzah,16.2079,52.176,77.68,72,5,0.49,YE,1711678034
476,date,42.4681,140.8681,44.64,97,100,14.88,JP,1711678034
477,alaghsas,17.0187,8.0168,82.65,9,15,10.11,NE,1711678034
478,wotho,10.1657,166.0102,81.54,72,69,17.36,MH,1711678035
479,halden,59.1226,11.3871,43.54,93,100,13.42,NO,1711678035
480,bashtanka,47.4072,32.4387,46.78,88,51,6.76,UA,1711677892
481,kerikeri,-35.2268,173.9474,68.92,65,68,3.0,NZ,1711678035
482,jinghong,21.991,100.7341,83.08,28,19,2.98,CN,1711677882
483,ryotsu-minato,38.0833,138.4333,52.81,94,100,12.93,JP,1711678036
484,hammerfest,70.6634,23.6821,28.85,93,75,14.97,NO,1711678036
485,itacarambi,-15.1022,-44.0919,76.39,71,90,3.71,BR,1711678036
486,rabak,13.1809,32.74,79.48,11,53,9.66,SD,1711677981
487,luanda,-8.8368,13.2343,78.8,89,75,3.44,AO,1711677782
488,weno,7.4515,151.8468,87.75,70,40,11.5,FM,1711678037
489,road town,18.4167,-64.6167,77.04,69,20,11.5,VG,1711678037
490,sur,22.5667,59.5289,73.53,72,0,4.76,OM,1711678037
491,carbondale,37.7273,-89.2168,54.05,55,0,8.05,US,1711678037
492,vuktyl,63.8567,57.3094,-5.89,100,100,1.99,RU,1711678038
493,moutier,47.2782,7.3695,46.76,90,0,6.91,CH,1711678038
494,genhe,50.7833,121.5167,22.57,79,100,9.73,CN,1711677916
495,zuunmod,47.7069,106.9528,24.03,74,34,10.54,MN,1711678039
496,vilyuysk,63.7553,121.6247,-0.99,92,85,5.01,RU,1711678039
497,carahue,-38.7,-73.1667,57.99,85,34,2.59,CL,1711678039
498,inyonga,-6.7167,32.0667,64.9,96,83,3.85,TZ,1711678040
499,bereznik,62.8551,42.7072,32.27,95,100,8.81,RU,1711678040
500,saint-joseph,-21.3667,55.6167,75.58,75,100,4.03,RE,1711678040
501,augusto correa,-1.0217,-46.635,76.95,93,98,2.39,BR,1711677944
502,almafuerte,-32.193,-64.2556,66.96,70,0,4.34,AR,1711678041
503,kiama,-34.6833,150.8667,78.26,72,18,5.99,AU,1711678041
504,bloemfontein,-29.1211,26.214,59.79,58,0,7.58,ZA,1711678042
505,mahdia,35.5047,11.0622,66.15,53,79,14.0,TN,1711678042
506,zaysan,47.4667,84.8667,40.59,98,100,3.18,KZ,1711678042
507,dingras,18.1032,120.6967,92.07,43,100,6.08,PH,1711678042
508,santa terezinha,-29.9002,-50.0904,73.02,89,100,14.63,BR,1711678043
509,amga,60.8953,131.9608,10.33,91,100,8.39,RU,1711678043
510,laayoune,27.1622,-13.2032,62.94,100,1,12.66,EH,1711677820
511,san jose del cabo,23.0589,-109.6977,76.77,54,0,6.91,MX,1711677879
512,nha trang,12.25,109.1833,86.0,65,100,2.68,VN,1711678043
513,boguchany,58.3814,97.4531,15.85,89,92,5.01,RU,1711678044
514,nikolayevsk-on-amure,53.1406,140.73,33.78,97,100,4.61,RU,1711678044
515,cafayate,-26.073,-65.9761,66.56,81,91,5.48,AR,1711677763
516,zhongxiang,31.1661,112.5831,71.33,62,0,12.06,CN,1711678044
517,haiku-pauwela,20.9219,-156.3051,78.26,67,0,23.02,US,1711678044
518,boca suno,-0.7167,-77.1333,75.34,91,100,2.17,EC,1711678045
519,kindu,-2.95,25.95,72.19,99,100,1.34,CD,1711678045
520,champua,22.0833,85.6667,84.38,26,5,0.27,IN,1711678045
521,farmville,37.3021,-78.3919,49.77,93,0,0.0,US,1711678045
522,mount isa,-20.7333,139.5,85.77,66,40,14.97,AU,1711677899
523,san isidro,-12.1167,-77.05,77.02,76,40,10.36,PE,1711678046
524,padra,22.2333,73.0833,82.49,57,40,3.44,IN,1711678046
525,mount pearl,47.5166,-52.7813,50.45,98,100,18.41,CA,1711677852
526,solleftea,63.1667,17.2667,37.26,98,100,8.75,SE,1711678046
527,tha maka,13.9,99.7667,92.91,51,5,3.58,TH,1711678047
528,ocean city,39.2776,-74.5746,44.98,88,100,7.0,US,1711677779
529,bamboo flat,11.7,92.7167,80.69,83,51,2.3,IN,1711678047
530,ola,59.5833,151.2833,23.65,83,96,2.57,RU,1711678048
531,grand falls-windsor,48.9332,-55.6649,43.5,94,100,3.44,CA,1711678048
532,kavieng,-2.5744,150.7967,84.79,72,83,3.74,PG,1711678048
533,tamanrasset,22.785,5.5228,55.31,8,0,2.3,DZ,1711678048
534,pisco,-13.7,-76.2167,73.45,83,0,9.22,PE,1711678048
535,springfield,37.2153,-93.2982,53.91,54,0,3.0,US,1711677522
536,igarra,7.2827,6.0878,78.75,89,90,8.34,NG,1711678049
537,vadso,70.0744,29.7487,27.48,80,27,11.5,NO,1711678049
538,colonia,50.9333,6.95,49.96,63,0,12.66,DE,1711677841
539,sheopur,25.6667,76.7,84.34,26,100,2.37,IN,1711678050
540,goundi,9.3627,17.366,85.96,15,69,3.67,TD,1711678050
541,lake los angeles,34.6125,-117.8281,59.94,51,20,12.66,US,1711678050
542,ghat,24.9647,10.1728,67.89,23,0,5.32,LY,1711678050
543,novyy urengoy,66.0833,76.6333,12.11,95,100,14.29,RU,1711677836
544,sampit,-2.5333,112.95,85.55,69,93,3.15,ID,1711677933
545,nishinoomote,30.7333,131.0,62.47,71,58,20.33,JP,1711678051
546,cernavoda,44.3667,28.0167,52.84,72,100,5.57,RO,1711678051
547,port moresby,-9.4431,147.1797,85.01,70,29,5.14,PG,1711677956
548,tinghir,31.5157,-5.5343,51.19,24,0,9.24,MA,1711678051
549,kenai,60.5544,-151.2583,37.49,80,0,9.22,US,1711678051
550,el calafate,-50.3408,-72.2768,43.56,76,17,4.85,AR,1711677890
551,isna,25.2934,32.554,74.16,10,6,6.44,EG,1711678052
552,chunskiy,56.0815,99.6342,21.67,76,100,6.64,RU,1711678052
553,happy valley-goose bay,53.3168,-60.3315,34.09,100,100,1.07,CA,1711678052
554,tucuma,-0.1833,-50.05,77.77,94,64,6.08,BR,1711677790
555,whakatane,-37.9585,176.9854,65.77,73,63,8.81,NZ,1711677918
556,meizhou,24.2977,116.1072,79.34,56,100,0.89,CN,1711678053
557,holmsund,63.706,20.3641,33.75,93,100,14.0,SE,1711678053
558,argo,37.6333,22.7333,53.78,54,21,8.16,GR,1711678053
559,cabedelo,-6.9811,-34.8339,81.27,85,28,11.43,BR,1711678053
560,newman,37.3138,-121.0208,60.3,80,100,7.0,US,1711678053
561,kasangulu,-4.5911,15.1708,76.14,94,88,2.08,CD,1711678040
562,kayangel,8.0823,134.7173,83.05,78,88,16.51,PW,1711678054
563,newport,51.5877,-2.9984,46.94,92,46,15.41,GB,1711678054
564,kencong,-8.2833,113.3667,83.89,72,95,3.18,ID,1711678054
565,iguape,-24.7081,-47.5553,72.18,92,66,4.5,BR,1711678054
566,tchintabaraden,15.8969,5.7985,84.22,16,87,11.83,NE,1711678055
567,guerrero negro,27.9769,-114.0611,61.18,72,100,19.86,MX,1711677838
568,as suwayq,23.8494,57.4386,75.13,39,0,9.53,OM,1711678055
569,revda,56.801,59.9303,14.49,91,100,8.52,RU,1711678055
570,opuwo,-18.0607,13.84,71.28,75,90,0.72,NA,1711678055
571,bayganin,48.6947,55.8742,27.32,92,98,20.04,KZ,1711678055
572,pleasanton,37.6624,-121.8747,57.15,67,0,10.36,US,1711678040
573,suzhou,31.3114,120.6181,69.21,58,0,13.02,CN,1711678056
574,chimore,-16.9833,-65.1333,77.09,70,100,1.61,BO,1711678056
575,vetluzhskiy,58.3902,45.4654,26.04,96,31,1.01,RU,1711678056
576,san patricio,28.017,-97.5169,69.84,65,0,14.41,US,1711678056
577,francisco i. madero,29.7059,-107.8043,55.65,26,100,8.88,MX,1711678056
578,cole harbour,44.6724,-63.4751,51.19,98,100,5.99,CA,1711678057
579,atami,35.0894,139.0686,64.2,91,100,28.25,JP,1711678004
580,rawah,34.4816,41.9093,61.29,57,65,8.81,IQ,1711678057
